year,set_num,name,parent_theme_name,num_parts
2018,70657-1,Ninjago City Docks,The Lord of the Rings,3549
2018,70658-1,Oni Titan,Legoland Parks,524
2019,70659-1,Spinjitzu Kai,Legoland Parks,97
2019,70660-1,Spinjitzu Jay,Legoland Parks,97
2011,7066-1,Earth Defense HQ,Racers,877
2019,70661-1,Spinjitzu Zane,Legoland Parks,109
2019,70662-1,Spinjitzu Cole,Legoland Parks,117
2019,70663-1,Spinjitzu Nya & Wu,Legoland Parks,227
2019,70664-1,Spinjitzu Lloyd & Garmadon,Legoland Parks,208
2019,70665-1,The Samurai Mech,Legoland Parks,154
2019,70666-1,The Golden Dragon,Legoland Parks,171
2019,70667-1,Kai’s Blade Cycle & Zane’s Snowmobile,Legoland Parks,377
2019,70668-1,Jay’s Storm Fighter,Legoland Parks,489
2019,70669-1,Cole’s Earth Driller,Legoland Parks,579
2019,70670-1,Monastery of Spinjitzu,Legoland Parks,1079
2011,7067-1,Jet-Copter Encounter,Racers,373
2019,70671-1,Lloyd's Journey,Legoland Parks,81
2019,70672-1,Cole's Dirt Bike,Legoland Parks,220
2019,70673-1,ShuriCopter,Legoland Parks,360
2019,70674-1,Fire Fang,Legoland Parks,460
2019,70675-1,Katana 4x4,Legoland Parks,457
2019,70676-1,Lloyd's Titan Mech,Legoland Parks,874
2019,70677-1,Land Bounty,Legoland Parks,1182
2019,70678-1,Castle of the Forsaken Emperor,Legoland Parks,1213
2019,70679-1,The Ultra Dragon,Legoland Parks,943
2019,70680-1,Monastery Training,Legoland Parks,131
2019,70681-1,Spinjitzu Slam - Lloyd,Legoland Parks,70
2019,70682-1,Spinjitzu Slam - Jay,Legoland Parks,72
2019,70683-1,Spinjitzu Slam - Zane,Legoland Parks,64
2019,70684-1,Spinjitzu Slam - Kai vs. Samurai,Legoland Parks,163
2013,70700-1,Space Swarmer,Space,86
2004,7070-1,Catapult Raft,Sculptures,23
2013,70701-1,Swarm Interceptor,Space,217
2013,70702-1,Warp Stinger,Space,307
2013,70703-1,Star Slicer,Space,311
2013,70704-1,Vermin Vaporizer,Space,505
2013,70705-1,Bug Obliterator,Space,709
2013,70706-1,Crater Creeper,Space,172
2013,70707-1,CLS-89 Eradicator Mech,Space,439
2013,70708-1,Hive Crawler,Space,558
2013,70709-1,Galactic Titan,Space,1012
1984,707-1,Tile Brick Assortment,Minitalia,50
2004,7071-1,Treasure Island,Sculptures,30
2014,70720-1,Hover Hunter,Legoland Parks,79
2004,7072-1,Captain Kragg's Pirate Boat,Sculptures,41
2014,70721-1,Kai Fighter,Legoland Parks,196
2013,70722-1,OverBorg Attack,Legoland Parks,208
2014,70723-1,Thunder Raider,Legoland Parks,335
2014,70724-1,NinjaCopter,Legoland Parks,515
2014,70725-1,Nindroid MechDragon,Legoland Parks,689
2014,70726-1,Destructoid,Legoland Parks,253
2014,70727-1,X-1 Ninja Charger,Legoland Parks,425
2014,70728-1,Battle for Ninjago City,Legoland Parks,1218
2015,70730-1,Chain Cycle Ambush,Legoland Parks,299
2004,7073-1,Pirate Dock,Sculptures,66
2015,70731-1,Jay Walker One,Legoland Parks,385
2015,70732-1,City of Stiix,Legoland Parks,1068
2015,70733-1,Blaster Bike,Legoland Parks,211
2015,70734-1,Master Wu Dragon,Legoland Parks,576
2015,70735-1,Ronin R.E.X.,Legoland Parks,546
2015,70736-1,Attack of the Morro Dragon,Legoland Parks,657
2015,70737-1,Titan Mech Battle,Legoland Parks,753
2015,70738-1,Final Flight of Destiny's Bounty,Legoland Parks,1260
2015,70739-1,Airjitzu Kai Flyer,Legoland Parks,47
2015,70740-1,Airjitzu Jay Flyer,Legoland Parks,46
2004,7074-1,Skull Island,Sculptures,81
2015,70741-1,Airjitzu Cole Flyer,Legoland Parks,48
2015,70742-1,Airjitzu Zane Flyer,Legoland Parks,43
2015,70743-1,Airjitzu Morro Flyer,Legoland Parks,47
2015,70744-1,Airjitzu Wrayth Flyer,Legoland Parks,44
2015,70745-1,Anacondrai Crusher,Legoland Parks,218
2015,70746-1,Condrai Copter Attack,Legoland Parks,310
2015,70747-1,Boulder Blaster,Legoland Parks,234
2015,70748-1,Titanium Dragon,Legoland Parks,361
2015,70749-1,Enter the Serpent,Legoland Parks,528
2015,70750-1,Ninja DB X,Legoland Parks,754
2004,7075-1,Captain Redbeard's Pirate Ship,Sculptures,142
2015,70751-1,Temple of Airjitzu,Legoland Parks,2029
2004,7075-2,Captain Redbeard's Pirate Ship - Limited Edition with Motor,Sculptures,2
2015,70752-1,Jungle Trap,Legoland Parks,58
2015,70753-1,Lava Falls,Legoland Parks,94
2015,70754-1,Jay's Electromech,Legoland Parks,153
2015,70755-1,Jungle Raider,Legoland Parks,188
2015,70756-1,Dojo Showdown,Legoland Parks,214
2015,70778-1,Protector of Jungle,Bionicle,70
2015,70779-1,Protector of Stone,Bionicle,73
2015,70780-1,Protector of Water,Bionicle,71
2009,7078-1,King's Battle Chariot,Ultimate Collector Series,103
2015,70781-1,Protector of Earth,Bionicle,66
2015,70782-1,Protector of Ice,Bionicle,68
2015,70783-1,Protector of Fire,Bionicle,69
2015,70784-1,Lewa - Master of Jungle,Bionicle,85
2015,70785-1,Pohatu - Master of Stone,Bionicle,66
2015,70786-1,Gali - Master of Water,Bionicle,87
2015,70787-1,Tahu - Master of Fire,Bionicle,89
2015,70788-1,Kopaka - Master of Ice,Bionicle,96
2015,70789-1,Onua - Master of Earth,Bionicle,107
2015,70790-1,Lord of Skull Spiders,Bionicle,145
2009,7079-1,Drawbridge Defense,Ultimate Collector Series,335
2015,70791-1,Skull Warrior,Atlantis,102
2015,70792-1,Skull Slicer,Atlantis,71
2015,70793-1,Skull Basher,Atlantis,72
2015,70794-1,Skull Scorpio,Atlantis,107
2015,70795-1,Mask Maker vs. Skull Grinder,Atlantis,171
2014,70800-1,Escape Glider,Collectible Minifigures,104
2004,7080-1,Scurvy Dog and Crocodile,Sculptures,7
2014,70801-1,Melting Room,Collectible Minifigures,122
2014,70802-1,Bad Cop's Pursuit,Collectible Minifigures,314
2014,70803-1,Cloud Cuckoo Palace,Collectible Minifigures,197
2014,70804-1,Ice Cream Machine,Collectible Minifigures,343
2014,70805-1,Trash Chomper,Collectible Minifigures,389
2014,70806-1,Castle Cavalry,Collectible Minifigures,423
2014,70807-1,MetalBeard's Duel,Collectible Minifigures,412
2014,70808-1,Super Cycle Chase,Collectible Minifigures,513
2014,70809-1,Lord Business' Evil Lair,Collectible Minifigures,738
1970,708-1,12V Extension Cord Pack,Train,3
2014,70810-1,MetalBeard’s Sea Cow,Collectible Minifigures,2742
2004,7081-1,Harry Hardtack and Monkey,Sculptures,10
2014,70811-1,The Flying Flusher,Collectible Minifigures,350
2014,70812-1,Creative Ambush,Collectible Minifigures,474
2014,70813-1,Rescue Reinforcements,Collectible Minifigures,858
2014,70814-1,Emmet’s Constructo-Mech,Collectible Minifigures,706
2014,70815-1,Super Secret Police Dropship,Collectible Minifigures,852
2014,70816-1,"Benny’s Spaceship, Spaceship, SPACESHIP!",Collectible Minifigures,938
2015,70817-1,Batman & Super Angry Kitty Attack,Collectible Minifigures,115
2015,70818-1,Double-Decker Couch,Collectible Minifigures,197
2015,70819-1,Bad Cop Car Chase,Collectible Minifigures,292
2019,70820-1,Movie Maker,Town,481
2004,7082-1,Cannonball Jimmy and Shark,Sculptures,7
2019,70821-1,Emmet and Benny's 'Build and Fix' Workshop,Town,125
2019,70822-1,Unikitty's Sweetest Friends EVER!,Town,76
2019,70823-1,Emmet's Thricycle!,Town,174
2019,70824-1,Introducing Queen Watevra Wa'Nabi,Town,115
2019,70825-1,Queen Watevra's Build Whatever Box!,Town,455
2019,70826-1,Rex's Rex-treme Offroader,Town,235
2019,70827-1,Ultrakatty and Warrior Lucy,Town,348
2019,70828-1,Pop-Up Party Bus,Town,1023
2019,70829-1,Emmet and Lucy's Escape Buggy!,Town,550
1984,708-3,Angle Brick / Landing Frame,Minitalia,8
2019,70830-1,Sweet Mayhem's Systar Starship!,Town,500
2019,70831-1,Emmet's Dream House / Rescue Rocket,Town,705
2019,70832-1,Emmet’s Builder Box,Town,125
2019,70833-1,Lucy’s Builder Box,Town,141
2019,70834-1,Metalbeard's Heavy Metal Motor,Town,459
2019,70835-1,Rex's Rexplorer,Town,1186
2019,70836-1,Battle-Ready Batman and Metalbeard,Town,167
2019,70837-1,Shimmer & Shine Sparkle Spa!,Town,694
2019,70838-1,Queen Watevra's ‘So-Not-Evil' Space Palace,Town,988
2019,70839-1,The Rexcelsior,Town,1823
2019,70840-1,Welcome to Apocalypseburg,Town,3177
2019,70841-1,Benny's Space Squad,Town,68
2019,70842-1,Emmet's Triple-Decker Couch Mech,Town,312
2017,70900-1,The Joker Balloon Escape,Universal Building Set,124
2007,7090-1,Crossbow Attack,Ultimate Collector Series,54
2017,70901-1,Mr. Freeze Ice Attack,Universal Building Set,201
2017,70902-1,Catwoman Catcycle Chase,Universal Building Set,139
2017,70903-1,The Riddler Riddle Racer,Universal Building Set,254
2017,70904-1,Clayface Splat Attack,Universal Building Set,448
2017,70905-1,The Batmobile,Universal Building Set,580
2017,70906-1,The Joker Notorious Lowrider,Universal Building Set,432
2017,70907-1,Killer Croc Tail-Gator,Universal Building Set,460
2017,70908-1,The Scuttler,Universal Building Set,774
2017,70909-1,Batcave Break-in,Universal Building Set,1045
1978,709-1,Police Boat,Bionicle,48
2017,70910-1,Scarecrow Special Delivery,Universal Building Set,202
2007,7091-1,Knights' Catapult Defense,Ultimate Collector Series,123
2017,70911-1,The Penguin Arctic Roller,Universal Building Set,305
2017,70912-1,Arkham Asylum,Universal Building Set,1621
2017,70913-1,Scarecrow Fearful Face-off,Universal Building Set,140
2017,70914-1,Bane Toxic Truck Attack,Universal Building Set,366
2017,70915-1,Two-Face Double Demolition,Universal Building Set,563
2017,70916-1,The Batwing,Universal Building Set,1052
2017,70917-1,The Ultimate Batmobile,Universal Building Set,1455
2018,70918-1,The Bat-Dune Buggy,Universal Building Set,198
2018,70919-1,The Justice League Anniversary Party,Universal Building Set,267
1984,709-2,Axle Assortment,Quatro,36
2018,70920-1,Egghead Mech Food Fight,Universal Building Set,290
2007,7092-1,Skeletons' Prison Carriage,Ultimate Collector Series,193
2018,70921-1,Harley Quinn Cannonball Attack,Universal Building Set,422
2017,70922-1,The Joker Manor,Universal Building Set,3443
2018,70923-1,The Bat-Space Shuttle,Universal Building Set,637
2007,7093-1,Skeleton Tower,Ultimate Collector Series,400
2007,7094-1,King's Castle Siege,Ultimate Collector Series,974
2009,7097-1,Trolls' Mountain Fortress,Ultimate Collector Series,845
2004,7099-1,Accessory Motor for Boats,4 Juniors,1
2013,71000-0,Minifigure Series 9 [Random Bag],Duplo,0
2013,71000-1,Waiter - Complete Set,Duplo,7
2013,71000-10,Judge - Complete Set,Duplo,7
2013,71000-11,Alien Avenger - Complete Set,Duplo,7
2013,71000-12,Mermaid - Complete Set,Duplo,6
2013,71000-13,Battle Mech - Complete Set,Duplo,6
2013,71000-14,Mr. Good and Evil - Complete Set,Duplo,6
2013,71000-15,Forest Maiden - Complete Set,Duplo,7
2013,71000-16,Plumber - Complete Set,Duplo,6
2013,71000-17,Minifigures Series 9 - Complete,Duplo,16
2013,71000-18,Minifigure Series 9 (Box of 60),Duplo,60
2013,71000-2,Cyclops - Complete Set,Duplo,6
2013,71000-3,Hollywood Starlet - Complete Set,Duplo,6
2013,71000-4,Heroic Knight - Complete Set,Duplo,10
2013,71000-5,Roman Emperor - Complete Set,Duplo,6
2013,71000-6,Policeman - Complete Set,Duplo,7
2013,71000-7,Chicken Suit Guy - Complete Set,Duplo,5
2013,71000-8,Roller Derby Girl - Complete Set,Duplo,7
2013,71000-9,Fortune Teller - Complete Set,Duplo,7
1963,7100-1,Samsonite Large Educational Set,Duplo,0
2013,71001-0,Minifigure Series 10 [Random Bag],Duplo,0
2013,71001-1,Librarian - Complete Set,Duplo,7
2013,71001-10,Sea Captain - Complete Set,Duplo,7
2013,71001-11,Sad Clown - Complete Set,Duplo,6
2013,71001-12,Revolutionary Soldier - Complete Set,Duplo,6
2013,71001-13,Baseball Fielder - Complete Set,Duplo,5
2013,71001-14,Trendsetter - Complete Set,Duplo,7
2013,71001-15,Painter - Complete Set,Duplo,9
2013,71001-16,Motorcycle Mechanic - Complete Set,Duplo,6
2013,71001-17,Minifigures Series 10 - Complete (except Mr. Gold),Duplo,16
2013,71001-18,Minifigure Series 10 (Box of 60),Duplo,60
2013,71001-19,Mr. Gold - Complete Set,Duplo,8
2013,71001-2,Medusa - Complete Set,Duplo,5
2013,71001-3,Roman Commander - Complete Set,Duplo,8
2013,71001-4,Warrior Woman - Complete Set,Duplo,7
2013,71001-5,Tomahawk Warrior - Complete Set,Duplo,6
2013,71001-6,Skydiver - Complete Set,Duplo,6
2013,71001-7,Bumblebee Girl - Complete Set,Duplo,7
2013,71001-8,Grandpa - Complete Set,Duplo,7
2013,71001-9,Paintball Player - Complete Set,Duplo,7
2013,71002-0,Minifigure Series 11 [Random Bag],Duplo,0
2013,71002-1,Barbarian - Complete Set,Duplo,7
2013,71002-10,Welder - Complete Set,Duplo,7
2013,71002-11,Scientist - Complete Set,Duplo,7
2013,71002-12,Saxophone Player - Complete Set,Duplo,6
2013,71002-13,Diner Waitress - Complete Set,Duplo,10
2013,71002-14,Grandma - Complete Set,Duplo,7
2013,71002-15,Constable - Complete Set,Duplo,6
2013,71002-16,Lady Robot - Complete Set,Duplo,6
2014,71002-17,LEGO Collectable Minifigures Series 11 - Complete,Duplo,16
2013,71002-18,Minifigure Series 11 (Box of 60),Duplo,60
2013,71002-2,Scarecrow - Complete Set,Duplo,7
2013,71002-3,Pretzel Girl - Complete Set,Duplo,7
2013,71002-4,Evil Mech - Complete Set,Duplo,8
2013,71002-5,Island Warrior - Complete set,Duplo,8
2013,71002-6,Gingerbread Man - Complete Set,Duplo,5
2013,71002-7,Holiday Elf - Complete Set,Duplo,8
2013,71002-8,Yeti - Complete Set,Duplo,5
2013,71002-9,Mountain Climber - Complete Set,Duplo,7
2014,71004-0,LEGO Minifigures - The LEGO Movie Series [Random Bag],Educational and Dacta,0
2014,71004-1,Calamity Drone,Educational and Dacta,7
2014,71004-10,Larry the Barista,Educational and Dacta,6
2014,71004-11,Velma Staplebot,Educational and Dacta,6
2014,71004-12,Taco Tuesday Man,Educational and Dacta,10
2014,71004-13,'Where Are My Pants?' Guy,Educational and Dacta,6
2014,71004-14,Wiley Fusebot,Educational and Dacta,8
2014,71004-15,Panda Guy,Educational and Dacta,6
2014,71004-16,Marsha Queen of the Mermaids,Educational and Dacta,7
2014,71004-17,LEGO Minifigures - The LEGO Movie Series - All Sets,Educational and Dacta,16
2014,71004-18,LEGO Minifigures - The LEGO Movie Series - All Parts,Educational and Dacta,105
2014,71004-19,LEGO Minifigures - The LEGO Movie Series - Sealed Box,Educational and Dacta,60
2014,71004-2,President Business - Complete Set,Educational and Dacta,6
2014,71004-3,Hard Hat Emmet,Educational and Dacta,6
2014,71004-4,Wild West Wyldstyle,Educational and Dacta,6
2014,71004-5,Abraham Lincoln,Educational and Dacta,6
2014,71004-6,Mrs Scratchen-Post,Educational and Dacta,6
2014,71004-7,Scribble-Face Bad Cop,Educational and Dacta,7
2014,71004-8,William Shakespeare,Educational and Dacta,8
2014,71004-9,Gail the Construction Worker,Educational and Dacta,6
2014,71005-0,LEGO Minifigures - The Simpsons Series [Random Bag],Educational and Dacta,0
2014,71005-1,Homer Simpson,Educational and Dacta,6
2014,71005-10,Ralph Wiggum,Educational and Dacta,5
2014,71005-11,Apu Nahasapeemapetilon,Educational and Dacta,5
2014,71005-12,Nelson Muntz,Educational and Dacta,5
2014,71005-13,Itchy,Educational and Dacta,5
2014,71005-14,Scratchy,Educational and Dacta,6
2014,71005-15,Chief Wiggum,Educational and Dacta,6
2014,71005-16,Mr. Burns,Educational and Dacta,6
2014,71005-17,LEGO Minifigures - The Simpsons Series - Complete,Educational and Dacta,16
2014,71005-18,LEGO Minifigures - The Simpsons Series - Sealed Box,Educational and Dacta,60
2014,71005-2,Bart Simpson,Educational and Dacta,7
2014,71005-3,Marge Simpson,Educational and Dacta,7
2014,71005-4,Lisa Simpson,Educational and Dacta,6
2014,71005-5,Maggie Simpson,Educational and Dacta,4
2014,71005-6,Grampa Simpson,Educational and Dacta,5
2014,71005-7,Ned Flanders,Educational and Dacta,6
2014,71005-8,Krusty the Clown,Educational and Dacta,5
2014,71005-9,Milhouse Van Houten,Educational and Dacta,5
2014,71006-1,The Simpsons House,Model,2531
2014,71007-0,LEGO Minifigures Series 12 [Random Bag],Educational and Dacta,0
2014,71007-1,Wizard,Educational and Dacta,11
2014,71007-10,Dino Tracker,Educational and Dacta,7
2014,71007-11,Pizza Delivery Man,Educational and Dacta,7
2014,71007-12,Rock Star,Educational and Dacta,6
2014,71007-13,Swashbuckler,Educational and Dacta,7
2014,71007-14,Piggy Guy,Educational and Dacta,6
2014,71007-15,Genie Girl,Educational and Dacta,6
2014,71007-16,Spooky Girl,Educational and Dacta,7
2014,71007-17,LEGO Minifigures Series 12 - Complete,Educational and Dacta,16
2014,71007-18,LEGO Minifigures Series 12 - Sealed Box,Educational and Dacta,60
2014,71007-2,Hun Warrior,Educational and Dacta,10
2014,71007-3,Fairytale Princess,Educational and Dacta,6
2014,71007-4,Video Game Guy,Educational and Dacta,6
2014,71007-5,Battle Goddess,Educational and Dacta,9
2014,71007-6,Space Miner,Educational and Dacta,9
2014,71007-7,Lifeguard,Educational and Dacta,7
2014,71007-8,Prospector,Educational and Dacta,7
2014,71007-9,Jester,Educational and Dacta,7
2015,71008-0,LEGO Minifigures - Series 13 [Random Bag],Educational and Dacta,0
2015,71008-1,Classic King,Educational and Dacta,9
2015,71008-10,Evil Wizard,Educational and Dacta,10
2015,71008-11,Fencer,Educational and Dacta,6
2015,71008-12,Samurai,Educational and Dacta,8
2015,71008-13,Disco Diva,Educational and Dacta,8
2015,71008-14,Hot Dog Man,Educational and Dacta,5
2015,71008-15,Lady Cyclops,Educational and Dacta,6
2015,71008-16,Galaxy Trooper,Educational and Dacta,8
2015,71008-17,LEGO Minifigures Series 13 - Complete,Educational and Dacta,16
2015,71008-18,LEGO Minifigures Series 13 - Sealed Box,Educational and Dacta,60
2015,71008-2,Sheriff,Educational and Dacta,8
2015,71008-3,Unicorn Girl,Educational and Dacta,7
2015,71008-4,Snake Charmer,Educational and Dacta,7
2015,71008-5,Goblin,Educational and Dacta,7
2015,71008-6,Paleontologist,Educational and Dacta,7
2015,71008-7,Alien Trooper,Educational and Dacta,6
2015,71008-8,Egyptian Warrior,Educational and Dacta,7
2015,71008-9,Carpenter,Educational and Dacta,7
2015,71009-0,The Simpsons Series 2 {Random bag},Educational and Dacta,0
2015,71009-1,Homer,Educational and Dacta,5
2015,71009-10,Hans Moleman,Educational and Dacta,5
2015,71009-11,Selma,Educational and Dacta,6
2015,71009-12,Patty,Educational and Dacta,6
2015,71009-13,Groundskeeper Willie,Educational and Dacta,5
2015,71009-14,Edna Krabappel,Educational and Dacta,7
2015,71009-15,Smithers,Educational and Dacta,6
2015,71009-16,Dr Hibbert,Educational and Dacta,5
2015,71009-17,The Simpsons Series 2 - Complete,Educational and Dacta,16
2015,71009-18,The Simpsons Series 2 - Sealed Box,Educational and Dacta,60
2015,71009-2,Marge,Educational and Dacta,10
2015,71009-3,Lisa,Educational and Dacta,6
2015,71009-4,Maggie,Educational and Dacta,4
2015,71009-5,Bart,Educational and Dacta,6
2015,71009-6,Milhouse,Educational and Dacta,6
2015,71009-7,Comic Book Guy,Educational and Dacta,6
2015,71009-8,Martin,Educational and Dacta,5
2015,71009-9,Professor Frink,Educational and Dacta,5
1973,710-1,Wrecker with Car,Legoland,91
2015,71010-0,LEGO Minifigures - Series 14 {Random bag},Educational and Dacta,0
2015,71010-1,Wolf Guy,Educational and Dacta,6
2015,71010-10,Gargoyle,Educational and Dacta,6
2015,71010-11,Skeleton Guy,Educational and Dacta,6
2015,71010-12,Monster Rocker,Educational and Dacta,6
2015,71010-13,Zombie Businessman,Educational and Dacta,7
2015,71010-14,Banshee,Educational and Dacta,5
2015,71010-15,Square Foot,Educational and Dacta,5
2015,71010-16,Spider Lady,Educational and Dacta,7
2015,71010-17,LEGO Minifigures - Series 14 - Complete,Educational and Dacta,0
2015,71010-18,LEGO Minifigures - Series 14 - Sealed Box,Educational and Dacta,0
2015,71010-2,Zombie Pirate,Educational and Dacta,7
2015,71010-3,Monster Scientist,Educational and Dacta,6
2015,71010-4,Wacky Witch,Educational and Dacta,8
2015,71010-5,Plant Monster,Educational and Dacta,7
2015,71010-6,Fly Monster,Educational and Dacta,5
2015,71010-7, Spectre,Educational and Dacta,7
2015,71010-8,Zombie Cheerleader,Educational and Dacta,7
2015,71010-9,Tiger Woman,Educational and Dacta,7
1999,7101-1,Lightsaber Duel,Star Wars,52
2016,71011-0,LEGO Minifigures - Series 15 {Random bag},Educational and Dacta,0
2016,71011-1,Farmer,Educational and Dacta,7
2016,71011-10,Ballerina,Educational and Dacta,6
2016,71011-11,Laser Mech,Educational and Dacta,9
2016,71011-12,Kendo Fighter,Educational and Dacta,7
2016,71011-13,Shark Suit Guy,Educational and Dacta,5
2016,71011-14,Wrestling Champion,Educational and Dacta,6
2016,71011-15,Jewel Thief,Educational and Dacta,8
2016,71011-16,Queen,Educational and Dacta,8
2016,71011-17,LEGO Minifigures - Series 15 - Complete,Educational and Dacta,0
2016,71011-18,LEGO Minifigures - Series 15 - Sealed Box,Educational and Dacta,0
2016,71011-2,Astronaut,Educational and Dacta,9
2016,71011-3,Frightening Knight,Educational and Dacta,10
2016,71011-4,Clumsy Guy,Educational and Dacta,7
2016,71011-5,Tribal Woman,Educational and Dacta,8
2016,71011-6,Flying Warrior,Educational and Dacta,11
2016,71011-7,Faun,Educational and Dacta,6
2016,71011-8,Animal Control Officer,Educational and Dacta,7
2016,71011-9,Janitor,Educational and Dacta,7
2016,71012-0,LEGO Minifigures - The Disney Series {Random bag},Educational and Dacta,0
